"","is_prime","prime_prob","p","kind"
"4987","1",1,4987,"prime"
"4988","0",0,4988,"not_prime"
"4989","0",0.000601564,4989,"pseudoprime"
"4990","0",0.000400962,4990,"pseudoprime"
"4991","0",0.0078172,4991,"pseudoprime"
"4992","0",0,4992,"not_prime"
"4993","1",1,4993,"prime"
"4994","0",0,4994,"not_prime"
"4995","0",0.00140196,4995,"pseudoprime"
"4996","0",0.000400481,4996,"pseudoprime"
"4997","0",0.000600601,4997,"pseudoprime"
"4998","0",0,4998,"not_prime"
"4999","1",1,4999,"prime"
"5000","0",0,5000,"not_prime"
"5001","0",0.00060012,5001,"pseudoprime"
"5002","0",4e-04,5002,"pseudoprime"
"5003","1",1,5003,"prime"
"5004","0",0,5004,"not_prime"
"5005","0",0.114931,5005,"pseudoprime"
"5006","0",0,5006,"not_prime"
"5007","0",0.000599401,5007,"pseudoprime"
"5008","0",0.000399521,5008,"pseudoprime"
"5009","1",1,5009,"prime"
"5010","0",0,5010,"not_prime"
"5011","1",1,5011,"prime"
"5012","0",0,5012,"not_prime"
"5013","0",0.00139693,5013,"pseudoprime"
"5014","0",0.00159617,5014,"pseudoprime"
"5015","0",0.00139637,5015,"pseudoprime"
"5016","0",0.000797766,5016,"pseudoprime"
"5017","0",0.00299103,5017,"pseudoprime"
"5018","0",0,5018,"not_prime"
"5019","0",0.00139526,5019,"pseudoprime"
"5020","0",0,5020,"not_prime"
"5021","1",1,5021,"prime"
"5022","0",0,5022,"not_prime"
"5023","1",1,5023,"prime"
"5024","0",0,5024,"not_prime"
"5025","0",0.00298626,5025,"pseudoprime"
"5026","0",0.000398089,5026,"pseudoprime"
"5027","0",0.000597015,5027,"pseudoprime"
"5028","0",0.00198965,5028,"pseudoprime"
"5029","0",0.000596777,5029,"pseudoprime"
"5030","0",0,5030,"not_prime"
"5031","0",0.00139193,5031,"pseudoprime"
"5032","0",0.00159046,5032,"pseudoprime"
"5033","0",0.000596303,5033,"pseudoprime"
"5034","0",0,5034,"not_prime"
"5035","0",0.00456984,5035,"pseudoprime"
"5036","0",0,5036,"not_prime"
"5037","0",0.00297915,5037,"pseudoprime"
"5038","0",0.000397141,5038,"pseudoprime"
"5039","1",1,5039,"prime"
"5040","0",0,5040,"not_prime"
"5041","0",0.0136932,5041,"pseudoprime"
"5042","0",0,5042,"not_prime"
"5043","0",0.00059512,5043,"pseudoprime"
"5044","0",0.00158667,5044,"pseudoprime"
"5045","0",0.00297442,5045,"pseudoprime"
"5046","0",0,5046,"not_prime"
"5047","0",0.00693756,5047,"pseudoprime"
"5048","0",0.00118906,5048,"pseudoprime"
"5049","0",0.00614226,5049,"pseudoprime"
"5050","0",0,5050,"not_prime"
"5051","1",1,5051,"prime"
"5052","0",0,5052,"not_prime"
"5053","0",0.00692932,5053,"pseudoprime"
"5054","0",0,5054,"not_prime"
"5055","0",0.0108846,5055,"pseudoprime"
"5056","0",0.000395726,5056,"pseudoprime"
"5057","0",0.00296736,5057,"pseudoprime"
"5058","0",0,5058,"not_prime"
"5059","1",1,5059,"prime"
"5060","0",0,5060,"not_prime"
"5061","0",0.0156157,5061,"pseudoprime"
"5062","0",0,5062,"not_prime"
"5063","0",0.000592768,5063,"pseudoprime"
"5064","0",0,5064,"not_prime"
"5065","0",0.00296267,5065,"pseudoprime"
"5066","0",0,5066,"not_prime"
"5067","0",0.0005923,5067,"pseudoprime"
"5068","0",0.00513225,5068,"pseudoprime"
"5069","0",0.00296033,5069,"pseudoprime"
"5070","0",0,5070,"not_prime"
"5071","0",0.0195305,5071,"pseudoprime"
"5072","0",0,5072,"not_prime"
"5073","0",0.00611319,5073,"pseudoprime"
"5074","0",0.000394322,5074,"pseudoprime"
"5075","0",0.00137985,5075,"pseudoprime"
"5076","0",0,5076,"not_prime"
"5077","1",1,5077,"prime"
"5078","0",0,5078,"not_prime"
"5079","0",0.0005909,5079,"pseudoprime"
"5080","0",0.000393856,5080,"pseudoprime"
"5081","1",1,5081,"prime"
"5082","0",0,5082,"not_prime"
"5083","0",0.0517615,5083,"pseudoprime"
"5084","0",0,5084,"not_prime"
"5085","0",0.00609876,5085,"pseudoprime"
"5086","0",0,5086,"not_prime"
"5087","1",1,5087,"prime"
"5088","0",0,5088,"not_prime"
"5089","0",0.00688028,5089,"pseudoprime"
"5090","0",0,5090,"not_prime"
"5091","0",0.000589507,5091,"pseudoprime"
"5092","0",0.00157171,5092,"pseudoprime"
"5093","0",0.000589275,5093,"pseudoprime"
"5094","0",0,5094,"not_prime"
"5095","0",0.000589044,5095,"pseudoprime"
"5096","0",0,5096,"not_prime"
"5097","0",0.000588813,5097,"pseudoprime"
"5098","0",0,5098,"not_prime"
"5099","1",1,5099,"prime"
"5100","0",0,5100,"not_prime"
"5101","1",1,5101,"prime"
"5102","0",0,5102,"not_prime"
"5103","0",0.00058812,5103,"pseudoprime"
"5104","0",0.00117601,5104,"pseudoprime"
"5105","0",0.00293945,5105,"pseudoprime"
"5106","0",0,5106,"not_prime"
"5107","1",1,5107,"prime"
"5108","0",0,5108,"not_prime"
"5109","0",0.00293715,5109,"pseudoprime"
"5110","0",0.00156617,5110,"pseudoprime"
"5111","0",0.000587199,5111,"pseudoprime"
"5112","0",0,5112,"not_prime"
"5113","1",1,5113,"prime"
"5114","0",0,5114,"not_prime"
"5115","0",0.0029337,5115,"pseudoprime"
"5116","0",0.000391083,5116,"pseudoprime"
"5117","0",0.00293255,5117,"pseudoprime"
"5118","0",0,5118,"not_prime"
"5119","1",1,5119,"prime"
"5120","0",0,5120,"not_prime"
"5121","0",0.00293026,5121,"pseudoprime"
"5122","0",0.000390625,5122,"pseudoprime"
"5123","0",0.000585823,5123,"pseudoprime"
"5124","0",0,5124,"not_prime"
"5125","0",0.00292797,5125,"pseudoprime"
"5126","0",0.00078064,5126,"pseudoprime"
"5127","0",0.000585366,5127,"pseudoprime"
"5128","0",0,5128,"not_prime"
"5129","0",0.000585138,5129,"pseudoprime"
"5130","0",0,5130,"not_prime"
"5131","0",0.00682394,5131,"pseudoprime"
"5132","0",0,5132,"not_prime"
"5133","0",0.00292341,5133,"pseudoprime"
"5134","0",0.000389712,5134,"pseudoprime"
"5135","0",0.00136372,5135,"pseudoprime"
"5136","0",0,5136,"not_prime"
"5137","0",0.000584226,5137,"pseudoprime"
"5138","0",0,5138,"not_prime"
"5139","0",0.000583998,5139,"pseudoprime"
"5140","0",0,5140,"not_prime"
"5141","0",0.00291886,5141,"pseudoprime"
"5142","0",0,5142,"not_prime"
"5143","0",0.00680801,5143,"pseudoprime"
"5144","0",0,5144,"not_prime"
"5145","0",0.00291659,5145,"pseudoprime"
"5146","0",0.00272162,5146,"pseudoprime"
"5147","1",1,5147,"prime"
"5148","0",0,5148,"not_prime"
"5149","0",0.062755,5149,"pseudoprime"
"5150","0",0,5150,"not_prime"
"5151","0",0.0386483,5151,"pseudoprime"
"5152","0",0.00038835,5152,"pseudoprime"
"5153","1",1,5153,"prime"
"5154","0",0,5154,"not_prime"
"5155","0",0.000582185,5155,"pseudoprime"
"5156","0",0,5156,"not_prime"
"5157","0",0.000581959,5157,"pseudoprime"
"5158","0",0,5158,"not_prime"
"5159","0",0.00135738,5159,"pseudoprime"
"5160","0",0.00116324,5160,"pseudoprime"
"5161","0",0.0277186,5161,"pseudoprime"
"5162","0",0,5162,"not_prime"
"5163","0",0.000581283,5163,"pseudoprime"
"5164","0",0.000387447,5164,"pseudoprime"
"5165","0",0.00290529,5165,"pseudoprime"
"5166","0",0.000774593,5166,"pseudoprime"
"5167","1",1,5167,"prime"
"5168","0",0,5168,"not_prime"
"5169","0",0.000580608,5169,"pseudoprime"
"5170","0",0,5170,"not_prime"
"5171","1",1,5171,"prime"
"5172","0",0,5172,"not_prime"
"5173","0",0.00676852,5173,"pseudoprime"
"5174","0",0,5174,"not_prime"
"5175","0",0.00135318,5175,"pseudoprime"
"5176","0",0,5176,"not_prime"
"5177","0",0.00057971,5177,"pseudoprime"
"5178","0",0,5178,"not_prime"
"5179","1",1,5179,"prime"
"5180","0",0,5180,"not_prime"
"5181","0",0.0152539,5181,"pseudoprime"
"5182","0",0,5182,"not_prime"
"5183","0",0.000579039,5183,"pseudoprime"
"5184","0",0,5184,"not_prime"
"5185","0",0.147984,5185,"pseudoprime"
"5186","0",0,5186,"not_prime"
"5187","0",0.00289296,5187,"pseudoprime"
"5188","0",0.000385654,5188,"pseudoprime"
"5189","1",1,5189,"prime"
"5190","0",0,5190,"not_prime"
"5191","0",0.000578146,5191,"pseudoprime"
"5192","0",0.00539499,5192,"pseudoprime"
"5193","0",0.00288962,5193,"pseudoprime"
"5194","0",0.000385208,5194,"pseudoprime"
"5195","0",0.000577701,5195,"pseudoprime"
"5196","0",0,5196,"not_prime"
"5197","1",1,5197,"prime"
"5198","0",0,5198,"not_prime"
"5199","0",0.000577256,5199,"pseudoprime"
"5200","0",0.000384763,5200,"pseudoprime"
"5201","0",0.000577034,5201,"pseudoprime"
"5202","0",0,5202,"not_prime"
"5203","0",0.00211498,5203,"pseudoprime"
"5204","0",0,5204,"not_prime"
"5205","0",0.00288295,5205,"pseudoprime"
"5206","0",0.00038432,5206,"pseudoprime"
"5207","0",0.000576369,5207,"pseudoprime"
"5208","0",0,5208,"not_prime"
"5209","1",1,5209,"prime"
"5210","0",0,5210,"not_prime"
"5211","0",0.000575926,5211,"pseudoprime"
"5212","0",0.000383877,5212,"pseudoprime"
"5213","0",0.00287853,5213,"pseudoprime"
"5214","0",0.00230238,5214,"pseudoprime"
"5215","0",0.00441205,5215,"pseudoprime"
"5216","0",0,5216,"not_prime"
"5217","0",0.00287632,5217,"pseudoprime"
"5218","0",0,5218,"not_prime"
"5219","0",0.000575043,5219,"pseudoprime"
"5220","0",0,5220,"not_prime"
"5221","0",0.000574823,5221,"pseudoprime"
"5222","0",0,5222,"not_prime"
"5223","0",0.000574603,5223,"pseudoprime"
"5224","0",0,5224,"not_prime"
"5225","0",0.00287191,5225,"pseudoprime"
"5226","0",0.00191424,5226,"pseudoprime"
"5227","1",1,5227,"prime"
"5228","0",0,5228,"not_prime"
"5229","0",0.0013392,5229,"pseudoprime"
"5230","0",0.00153022,5230,"pseudoprime"
"5231","1",1,5231,"prime"
"5232","0",0,5232,"not_prime"
"5233","1",1,5233,"prime"
"5234","0",0,5234,"not_prime"
"5235","0",0.00133766,5235,"pseudoprime"
"5236","0",0.00267482,5236,"pseudoprime"
"5237","1",1,5237,"prime"
"5238","0",0,5238,"not_prime"
"5239","0",0.00668322,5239,"pseudoprime"
"5240","0",0.00229095,5240,"pseudoprime"
"5241","0",0.000572628,5241,"pseudoprime"
"5242","0",0,5242,"not_prime"
"5243","0",0.00057241,5243,"pseudoprime"
"5244","0",0,5244,"not_prime"
"5245","0",0.00286096,5245,"pseudoprime"
"5246","0",0.000762777,5246,"pseudoprime"
"5247","0",0.0013346,5247,"pseudoprime"
"5248","0",0,5248,"not_prime"
"5249","0",0.00285878,5249,"pseudoprime"
"5250","0",0,5250,"not_prime"
"5251","0",0.000571537,5251,"pseudoprime"
"5252","0",0,5252,"not_prime"
"5253","0",0.0028566,5253,"pseudoprime"
"5254","0",0.000380807,5254,"pseudoprime"
"5255","0",0.000571102,5255,"pseudoprime"
"5256","0",0,5256,"not_prime"
"5257","0",0.00666032,5257,"pseudoprime"
"5258","0",0.00114155,5258,"pseudoprime"
"5259","0",0.000570668,5259,"pseudoprime"
"5260","0",0,5260,"not_prime"
"5261","1",1,5261,"prime"
"5262","0",0,5262,"not_prime"
"5263","0",0.00665273,5263,"pseudoprime"
"5264","0",0,5264,"not_prime"
"5265","0",0.00589018,5265,"pseudoprime"
"5266","0",0,5266,"not_prime"
"5267","0",0.000569801,5267,"pseudoprime"
"5268","0",0,5268,"not_prime"
"5269","0",0.000569584,5269,"pseudoprime"
"5270","0",0,5270,"not_prime"
"5271","0",0.00740178,5271,"pseudoprime"
"5272","0",0.00113852,5272,"pseudoprime"
"5273","1",1,5273,"prime"
"5274","0",0,5274,"not_prime"
"5275","0",0.0020861,5275,"pseudoprime"
"5276","0",0,5276,"not_prime"
"5277","0",0.00056872,5277,"pseudoprime"
"5278","0",0.0015163,5278,"pseudoprime"
"5279","1",1,5279,"prime"
"5280","0",0,5280,"not_prime"
"5281","1",1,5281,"prime"
"5282","0",0,5282,"not_prime"
"5283","0",0.000568074,5283,"pseudoprime"
"5284","0",0.000378644,5284,"pseudoprime"
"5285","0",0.0028393,5285,"pseudoprime"
"5286","0",0.000757002,5286,"pseudoprime"
"5287","0",0.000567644,5287,"pseudoprime"
"5288","0",0,5288,"not_prime"
"5289","0",0.00586344,5289,"pseudoprime"
"5290","0",0,5290,"not_prime"
"5291","0",0.00737379,5291,"pseudoprime"
"5292","0",0,5292,"not_prime"
"5293","0",0.00661501,5293,"pseudoprime"
"5294","0",0,5294,"not_prime"
"5295","0",0.0013225,5295,"pseudoprime"
"5296","0",0.0026445,5296,"pseudoprime"
"5297","1",1,5297,"prime"
"5298","0",0,5298,"not_prime"
"5299","0",0.00660751,5299,"pseudoprime"
"5300","0",0,5300,"not_prime"
"5301","0",0.00735988,5301,"pseudoprime"
"5302","0",0.000377358,5302,"pseudoprime"
"5303","1",1,5303,"prime"
"5304","0",0,5304,"not_prime"
"5305","0",0.00282859,5305,"pseudoprime"
"5306","0",0,5306,"not_prime"
"5307","0",0.0103676,5307,"pseudoprime"
"5308","0",0.000376932,5308,"pseudoprime"
"5309","1",1,5309,"prime"
"5310","0",0,5310,"not_prime"
"5311","0",0.000565078,5311,"pseudoprime"
"5312","0",0,5312,"not_prime"
"5313","0",0.00282433,5313,"pseudoprime"
"5314","0",0,5314,"not_prime"
"5315","0",0.000564653,5315,"pseudoprime"
"5316","0",0,5316,"not_prime"
"5317","0",0.026905,5317,"pseudoprime"
"5318","0",0,5318,"not_prime"
"5319","0",0.000564228,5319,"pseudoprime"
"5320","0",0.00488906,5320,"pseudoprime"
"5321","0",0.0118443,5321,"pseudoprime"
"5322","0",0,5322,"not_prime"
"5323","1",1,5323,"prime"
"5324","0",0,5324,"not_prime"
"5325","0",0.00281796,5325,"pseudoprime"
"5326","0",0,5326,"not_prime"
"5327","0",0.00056338,5327,"pseudoprime"
"5328","0",0,5328,"not_prime"
"5329","0",0.0133283,5329,"pseudoprime"
"5330","0",0,5330,"not_prime"
"5331","0",0.000562957,5331,"pseudoprime"
"5332","0",0.00150094,5332,"pseudoprime"
"5333","1",1,5333,"prime"
"5334","0",0,5334,"not_prime"
"5335","0",0.00431277,5335,"pseudoprime"
"5336","0",0.00187477,5336,"pseudoprime"
"5337","0",0.00281162,5337,"pseudoprime"
"5338","0",0.000374813,5338,"pseudoprime"
"5339","0",0.000562114,5339,"pseudoprime"
"5340","0",0,5340,"not_prime"
"5341","0",0.0132984,5341,"pseudoprime"
"5342","0",0,5342,"not_prime"
"5343","0",0.00131062,5343,"pseudoprime"
"5344","0",0,5344,"not_prime"
"5345","0",0.00280741,5345,"pseudoprime"
"5346","0",0.000748503,5346,"pseudoprime"
"5347","1",1,5347,"prime"
"5348","0",0,5348,"not_prime"
"5349","0",0.000561062,5349,"pseudoprime"
"5350","0",0,5350,"not_prime"
"5351","1",1,5351,"prime"
"5352","0",0,5352,"not_prime"
"5353","0",0.00280321,5353,"pseudoprime"
"5354","0",0,5354,"not_prime"
"5355","0",0.00280217,5355,"pseudoprime"
"5356","0",0.02839,5356,"pseudoprime"
"5357","0",0.000560224,5357,"pseudoprime"
"5358","0",0,5358,"not_prime"
"5359","0",0.000560015,5359,"pseudoprime"
"5360","0",0,5360,"not_prime"
"5361","0",0.000559806,5361,"pseudoprime"
"5362","0",0.000373134,5362,"pseudoprime"
"5363","0",0.000559597,5363,"pseudoprime"
"5364","0",0,5364,"not_prime"
"5365","0",0.107216,5365,"pseudoprime"
"5366","0",0,5366,"not_prime"
"5367","0",0.00055918,5367,"pseudoprime"
"5368","0",0.000372717,5368,"pseudoprime"
"5369","0",0.00279486,5369,"pseudoprime"
"5370","0",0,5370,"not_prime"
"5371","0",0.0184392,5371,"pseudoprime"
"5372","0",0,5372,"not_prime"
"5373","0",0.000558555,5373,"pseudoprime"
"5374","0",0,5374,"not_prime"
"5375","0",0.000558347,5375,"pseudoprime"
"5376","0",0,5376,"not_prime"
"5377","0",0.00651163,5377,"pseudoprime"
"5378","0",0,5378,"not_prime"
"5379","0",0.00130184,5379,"pseudoprime"
"5380","0",0,5380,"not_prime"
"5381","1",1,5381,"prime"
"5382","0",0,5382,"not_prime"
"5383","0",0.00650437,5383,"pseudoprime"
"5384","0",0.00111483,5384,"pseudoprime"
"5385","0",0.00278655,5385,"pseudoprime"
"5386","0",0,5386,"not_prime"
"5387","1",1,5387,"prime"
"5388","0",0,5388,"not_prime"
"5389","0",0.00278448,5389,"pseudoprime"
"5390","0",0,5390,"not_prime"
"5391","0",0.00055669,5391,"pseudoprime"
"5392","0",0.000371058,5392,"pseudoprime"
"5393","1",1,5393,"prime"
"5394","0",0,5394,"not_prime"
"5395","0",0.00426479,5395,"pseudoprime"
"5396","0",0.000741565,5396,"pseudoprime"
"5397","0",0.00278035,5397,"pseudoprime"
"5398","0",0,5398,"not_prime"
"5399","1",1,5399,"prime"
"5400","0",0,5400,"not_prime"
"5401","0",0.0183367,5401,"pseudoprime"
"5402","0",0,5402,"not_prime"
"5403","0",0.000555453,5403,"pseudoprime"
"5404","0",0.00148093,5404,"pseudoprime"
"5405","0",0.00277624,5405,"pseudoprime"
"5406","0",0,5406,"not_prime"
"5407","1",1,5407,"prime"
"5408","0",0,5408,"not_prime"
"5409","0",0.00277418,5409,"pseudoprime"
"5410","0",0.00147929,5410,"pseudoprime"
"5411","0",0.000554631,5411,"pseudoprime"
"5412","0",0,5412,"not_prime"
"5413","1",1,5413,"prime"
"5414","0",0,5414,"not_prime"
"5415","0",0.00129318,5415,"pseudoprime"
"5416","0",0,5416,"not_prime"
"5417","1",1,5417,"prime"
"5418","0",0,5418,"not_prime"
"5419","1",1,5419,"prime"
"5420","0",0,5420,"not_prime"
"5421","0",0.00276804,5421,"pseudoprime"
"5422","0",0,5422,"not_prime"
"5423","0",0.00129127,5423,"pseudoprime"
"5424","0",0,5424,"not_prime"
"5425","0",0.0263692,5425,"pseudoprime"
"5426","0",0,5426,"not_prime"
"5427","0",0.000552995,5427,"pseudoprime"
"5428","0",0,5428,"not_prime"
"5429","0",0.00276396,5429,"pseudoprime"
"5430","0",0,5430,"not_prime"
"5431","1",1,5431,"prime"
"5432","0",0,5432,"not_prime"
"5433","0",0.000552384,5433,"pseudoprime"
"5434","0",0.00147275,5434,"pseudoprime"
"5435","0",0.000552181,5435,"pseudoprime"
"5436","0",0.000736106,5436,"pseudoprime"
"5437","1",1,5437,"prime"
"5438","0",0,5438,"not_prime"
"5439","0",0.00128747,5439,"pseudoprime"
"5440","0",0,5440,"not_prime"
"5441","1",1,5441,"prime"
"5442","0",0,5442,"not_prime"
"5443","1",1,5443,"prime"
"5444","0",0,5444,"not_prime"
"5445","0",0.00275583,5445,"pseudoprime"
"5446","0",0.000367377,5446,"pseudoprime"
"5447","0",0.000550964,5447,"pseudoprime"
"5448","0",0,5448,"not_prime"
"5449","1",1,5449,"prime"
"5450","0",0,5450,"not_prime"
"5451","0",0.00128464,5451,"pseudoprime"
"5452","0",0.0040367,5452,"pseudoprime"
"5453","0",0.00275179,5453,"pseudoprime"
"5454","0",0,5454,"not_prime"
"5455","0",0.000550156,5455,"pseudoprime"
"5456","0",0.00440044,5456,"pseudoprime"
"5457","0",0.011549,5457,"pseudoprime"
"5458","0",0,5458,"not_prime"
"5459","0",0.000549753,5459,"pseudoprime"
"5460","0",0,5460,"not_prime"
"5461","0",0.322953,5461,"pseudoprime"
"5462","0",0,5462,"not_prime"
"5463","0",0.00054935,5463,"pseudoprime"
"5464","0",0,5464,"not_prime"
"5465","0",0.00274574,5465,"pseudoprime"
"5466","0",0.000732064,5466,"pseudoprime"
"5467","0",0.0042086,5467,"pseudoprime"
"5468","0",0,5468,"not_prime"
"5469","0",0.000548747,5469,"pseudoprime"
"5470","0",0.000365764,5470,"pseudoprime"
"5471","1",1,5471,"prime"
"5472","0",0,5472,"not_prime"
"5473","0",0.0261378,5473,"pseudoprime"
"5474","0",0,5474,"not_prime"
"5475","0",0.00127901,5475,"pseudoprime"
"5476","0",0.000365364,5476,"pseudoprime"
"5477","1",1,5477,"prime"
"5478","0",0,5478,"not_prime"
"5479","1",1,5479,"prime"
"5480","0",0,5480,"not_prime"
"5481","0",0.00273773,5481,"pseudoprime"
"5482","0",0,5482,"not_prime"
"5483","1",1,5483,"prime"
"5484","0",0,5484,"not_prime"
"5485","0",0.00273573,5485,"pseudoprime"
"5486","0",0.000729395,5486,"pseudoprime"
"5487","0",0.00127621,5487,"pseudoprime"
"5488","0",0.000364564,5488,"pseudoprime"
"5489","0",0.000546747,5489,"pseudoprime"
"5490","0",0,5490,"not_prime"
"5491","0",0.00637639,5491,"pseudoprime"
"5492","0",0,5492,"not_prime"
"5493","0",0.000546349,5493,"pseudoprime"
"5494","0",0.000364166,5494,"pseudoprime"
"5495","0",0.00127435,5495,"pseudoprime"
"5496","0",0,5496,"not_prime"
"5497","0",0.000545951,5497,"pseudoprime"
"5498","0",0,5498,"not_prime"
"5499","0",0.00127342,5499,"pseudoprime"
"5500","0",0,5500,"not_prime"
"5501","1",1,5501,"prime"
"5502","0",0,5502,"not_prime"
"5503","1",1,5503,"prime"
"5504","0",0,5504,"not_prime"
"5505","0",0.00272579,5505,"pseudoprime"
"5506","0",0,5506,"not_prime"
"5507","1",1,5507,"prime"
"5508","0",0,5508,"not_prime"
"5509","0",0.00635555,5509,"pseudoprime"
"5510","0",0.00108932,5510,"pseudoprime"
"5511","0",0.00707932,5511,"pseudoprime"
"5512","0",0.000362976,5512,"pseudoprime"
"5513","0",0.00272183,5513,"pseudoprime"
"5514","0",0,5514,"not_prime"
"5515","0",0.000544168,5515,"pseudoprime"
"5516","0",0,5516,"not_prime"
"5517","0",0.00126927,5517,"pseudoprime"
"5518","0",0.000362582,5518,"pseudoprime"
"5519","1",1,5519,"prime"
"5520","0",0,5520,"not_prime"
"5521","1",1,5521,"prime"
"5522","0",0,5522,"not_prime"
"5523","0",0.00126789,5523,"pseudoprime"
"5524","0",0.000362188,5524,"pseudoprime"
"5525","0",0.0114068,5525,"pseudoprime"
"5526","0",0.00289645,5526,"pseudoprime"
"5527","1",1,5527,"prime"
"5528","0",0,5528,"not_prime"
"5529","0",0.00560883,5529,"pseudoprime"
"5530","0",0.00144718,5530,"pseudoprime"
"5531","1",1,5531,"prime"
"5532","0",0,5532,"not_prime"
"5533","0",0.000542397,5533,"pseudoprime"
"5534","0",0,5534,"not_prime"
"5535","0",0.00126514,5535,"pseudoprime"
"5536","0",0,5536,"not_prime"
"5537","0",0.00560072,5537,"pseudoprime"
"5538","0",0.00108382,5538,"pseudoprime"
"5539","0",0.00054181,5539,"pseudoprime"
"5540","0",0,5540,"not_prime"
"5541","0",0.000541614,5541,"pseudoprime"
"5542","0",0.000361011,5542,"pseudoprime"
"5543","0",0.000541419,5543,"pseudoprime"
"5544","0",0,5544,"not_prime"
"5545","0",0.00270612,5545,"pseudoprime"
"5546","0",0,5546,"not_prime"
"5547","0",0.000541028,5547,"pseudoprime"
"5548","0",0.00144248,5548,"pseudoprime"
"5549","0",0.000540833,5549,"pseudoprime"
"5550","0",0,5550,"not_prime"
"5551","0",0.194449,5551,"pseudoprime"
"5552","0",0,5552,"not_prime"
"5553","0",0.00270222,5553,"pseudoprime"
"5554","0",0,5554,"not_prime"
"5555","0",0.00126058,5555,"pseudoprime"
"5556","0",0.0018005,5556,"pseudoprime"
"5557","1",1,5557,"prime"
"5558","0",0,5558,"not_prime"
"5559","0",0.00125967,5559,"pseudoprime"
"5560","0",0.000359842,5560,"pseudoprime"
"5561","0",0.000539665,5561,"pseudoprime"
"5562","0",0,5562,"not_prime"
"5563","1",1,5563,"prime"
"5564","0",0,5564,"not_prime"
"5565","0",0.14938,5565,"pseudoprime"
"5566","0",0.000718907,5566,"pseudoprime"
"5567","0",0.000539084,5567,"pseudoprime"
"5568","0",0,5568,"not_prime"
"5569","1",1,5569,"prime"
"5570","0",0,5570,"not_prime"
"5571","0",0.000538696,5571,"pseudoprime"
"5572","0",0.00466786,5572,"pseudoprime"
"5573","1",1,5573,"prime"
"5574","0",0,5574,"not_prime"
"5575","0",0.0019738,5575,"pseudoprime"
"5576","0",0.000717618,5576,"pseudoprime"
"5577","0",0.00269058,5577,"pseudoprime"
"5578","0",0,5578,"not_prime"
"5579","0",0.000537924,5579,"pseudoprime"
"5580","0",0,5580,"not_prime"
"5581","1",1,5581,"prime"
"5582","0",0,5582,"not_prime"
"5583","0",0.000537538,5583,"pseudoprime"
"5584","0",0.000358295,5584,"pseudoprime"
"5585","0",0.00268673,5585,"pseudoprime"
"5586","0",0,5586,"not_prime"
"5587","0",0.00626679,5587,"pseudoprime"
"5588","0",0,5588,"not_prime"
"5589","0",0.00769644,5589,"pseudoprime"
"5590","0",0.00143164,5590,"pseudoprime"
"5591","1",1,5591,"prime"
"5592","0",0,5592,"not_prime"
"5593","0",0.0169916,5593,"pseudoprime"
"5594","0",0,5594,"not_prime"
"5595","0",0.00125156,5595,"pseudoprime"
"5596","0",0.000357526,5596,"pseudoprime"
"5597","0",0.00268097,5597,"pseudoprime"
"5598","0",0,5598,"not_prime"
"5599","0",0.000536001,5599,"pseudoprime"
"5600","0",0,5600,"not_prime"
"5601","0",0.00053581,5601,"pseudoprime"
"5602","0",0,5602,"not_prime"
"5603","0",0.000535619,5603,"pseudoprime"
"5604","0",0,5604,"not_prime"
"5605","0",0.00838836,5605,"pseudoprime"
"5606","0",0,5606,"not_prime"
"5607","0",0.00124888,5607,"pseudoprime"
"5608","0",0.00107028,5608,"pseudoprime"
"5609","0",0.000535045,5609,"pseudoprime"
"5610","0",0,5610,"not_prime"
"5611","0",0.160278,5611,"pseudoprime"
"5612","0",0,5612,"not_prime"
"5613","0",0.000534664,5613,"pseudoprime"
"5614","0",0.000356379,5614,"pseudoprime"
"5615","0",0.000534474,5615,"pseudoprime"
"5616","0",0,5616,"not_prime"
"5617","0",0.0112199,5617,"pseudoprime"
"5618","0",0,5618,"not_prime"
"5619","0",0.000534093,5619,"pseudoprime"
"5620","0",0,5620,"not_prime"
"5621","0",0.0140594,5621,"pseudoprime"
"5622","0",0,5622,"not_prime"
"5623","1",1,5623,"prime"
"5624","0",0,5624,"not_prime"
"5625","0",0.00124489,5625,"pseudoprime"
"5626","0",0.000355619,5626,"pseudoprime"
"5627","0",0.000533333,5627,"pseudoprime"
"5628","0",0,5628,"not_prime"
"5629","0",0.0254132,5629,"pseudoprime"
"5630","0",0,5630,"not_prime"
"5631","0",0.000532954,5631,"pseudoprime"
"5632","0",0,5632,"not_prime"
"5633","0",0.000532765,5633,"pseudoprime"
"5634","0",0,5634,"not_prime"
"5635","0",0.00408308,5635,"pseudoprime"
"5636","0",0,5636,"not_prime"
"5637","0",0.000532387,5637,"pseudoprime"
"5638","0",0,5638,"not_prime"
"5639","1",1,5639,"prime"
"5640","0",0,5640,"not_prime"
"5641","1",1,5641,"prime"
"5642","0",0,5642,"not_prime"
"5643","0",0.00124091,5643,"pseudoprime"
"5644","0",0,5644,"not_prime"
"5645","0",0.00265816,5645,"pseudoprime"
"5646","0",0.000708717,5646,"pseudoprime"
"5647","1",1,5647,"prime"
"5648","0",0,5648,"not_prime"
"5649","0",0.00265628,5649,"pseudoprime"
"5650","0",0.00106232,5650,"pseudoprime"
"5651","1",1,5651,"prime"
"5652","0",0,5652,"not_prime"
"5653","1",1,5653,"prime"
"5654","0",0,5654,"not_prime"
